Date,Date.1,HINDPETRO.NS.Open,HINDPETRO.NS.High,HINDPETRO.NS.Low,HINDPETRO.NS.Close,HINDPETRO.NS.Volume,HINDPETRO.NS.Adjusted,log_returns
2013-04-29,2013-04-29,68.666702,69.988899,68.577797,69.666702,1009652.0,29.434469,0.014782714373113848
2013-04-30,2013-04-30,69.555603,69.644402,66.322197,68.22219799999999,3874406.0,28.82416,-0.020952478208741358
2013-05-02,2013-05-02,68.666702,70.7444,68.666702,69.388901,4389232.0,29.317097,0.01695693684232813
2013-05-03,2013-05-03,69.388901,69.400002,67.355598,67.677803,2144272.0,28.594152,-0.024968639809133556
2013-05-06,2013-05-06,67.333298,67.52220200000001,66.888901,67.322197,1763456.0,28.443909,-0.0052681786459456426
2013-05-07,2013-05-07,67.555603,67.888901,67.111099,67.633301,1709194.0,28.575352,0.004610485317779745
2013-05-08,2013-05-08,67.555603,68.444397,67.444397,67.733299,2537226.0,28.617601,0.0014774200480607293
2013-05-09,2013-05-09,67.555603,68.666702,67.166702,68.2444,3545523.0,28.833542,0.00751741412450091
2013-05-10,2013-05-10,68.22219799999999,69.888901,68.133301,69.555603,3918582.0,29.387533,0.019031174554215102
2013-05-13,2013-05-13,70.533302,70.555603,67.555603,68.155602,2430446.0,28.796022,-0.02033328419020819
2013-05-14,2013-05-14,68.555603,69.611099,67.77780200000001,68.133301,2253604.0,28.786604,-0.0003271125594022095
2013-05-15,2013-05-15,68.444397,69.699997,68.144402,69.144402,2377134.0,29.213799,0.01473102609970045
2013-05-16,2013-05-16,69.322197,72.22219799999998,69.011101,70.455597,3632468.0,29.767778000000003,0.018785367201782588
2013-05-17,2013-05-17,70.422203,70.766701,68.77780200000001,69.28890200000001,2458490.0,29.274849,-0.01669778185799453
2013-05-20,2013-05-20,69.1222,69.2444,67.233299,67.644402,2745994.0,28.580040000000004,-0.02402017940498169
2013-05-21,2013-05-21,67.555603,68.400002,67.5,67.955597,3619156.0,28.711521,0.004589898705242845
2013-05-22,2013-05-22,68.22219799999999,68.22219799999999,63.555599,64.655602,9378346.0,27.317257,-0.04977984375963551
2013-05-23,2013-05-23,64.644402,65.31109599999999,62.9333,63.288898,3596558.0,26.739822,-0.02136471206892576
2013-05-24,2013-05-24,63.511101,64.888901,63.222198,64.088898,1820668.0,27.077824,0.012561175352758358
2013-05-27,2013-05-27,64.22219799999999,64.888901,62.888901,63.477798,2093170.0,26.81963,-0.009581008226806631
2013-05-28,2013-05-28,64.22219799999999,64.77780200000001,63.555599,64.199997,5111428.0,27.124765000000004,0.011313066145123065
2013-05-29,2013-05-29,64.444397,65.066704,63.222198,63.411098,4203940.0,26.791451,-0.012364304138068771
2013-05-30,2013-05-30,63.666698,64.166702,63.033298,63.511101,3872844.0,26.833702,0.0015757907019060544
2013-05-31,2013-05-31,63.988899,64.055603,62.400002,62.599998,2693038.0,26.448759000000006,-0.014449396303426454
2013-06-03,2013-06-03,63.111099,63.511101,62.388901,63.011101,3633494.0,26.622452000000006,0.006545681430545347
2013-06-04,2013-06-04,63.222198,63.644402,62.955601,63.155602,1189390.0,26.683506,0.002290701789749328
2013-06-05,2013-06-05,63.333302,63.4333,62.6889,63.011101,1281838.0,26.622452000000006,-0.002290701789749328
2013-06-06,2013-06-06,63.099998,63.1222,62.222198,62.333302,1556784.0,26.336077000000003,-0.010815171674638968
2013-06-07,2013-06-07,62.444401,62.988899,62.0,62.222198,1487925.0,26.289135,-0.0017840122886418894
2013-06-10,2013-06-10,62.666698,62.6889,60.0,60.599998,3980704.0,25.60375,-0.02641691082357145
2013-06-11,2013-06-11,60.033298,60.6889,56.788898,57.733299,9728982.0,24.392557,-0.04846078035164325
2013-06-12,2013-06-12,58.0,59.1889,57.177799,58.111099,3459825.0,24.552181,0.006522644617354523
2013-06-13,2013-06-13,57.777802,58.3111,56.455601,56.866699,1678450.0,24.026419,-0.02164667281071564
2013-06-14,2013-06-14,57.133301,58.866699,57.133301,58.211102,1822100.0,24.594437,0.023366262566109963
2013-06-17,2013-06-17,58.888901,58.955601,57.1889,57.700001,2002558.0,24.378489,-0.008819134051716748
2013-06-18,2013-06-18,57.6889,57.833302,57.1889,57.422199,1656144.0,24.261118,-0.004826158559017024
2013-06-19,2013-06-19,57.133301,57.511101,56.555599,57.288898,2174404.0,24.204796,-0.002324191197700109
2013-06-20,2013-06-20,56.6889,56.911098,55.599998,56.022202,1981791.0,23.669615,-0.02235863726653386
2013-06-21,2013-06-21,56.222198,56.655602,55.1222,55.288898,1271912.0,23.359791,-0.013175947076672134
2013-06-24,2013-06-24,55.111099,55.4333,53.555599,53.6889,1441494.0,22.683783,-0.02936594711024076
2013-06-25,2013-06-25,53.333302,54.96670200000001,53.3111,53.96670200000001,2377714.0,22.801157,0.005161016394961582
2013-06-26,2013-06-26,54.444401,54.655602,53.722198,53.944401,2247993.0,22.791735,-0.0004133100455274708
2013-06-27,2013-06-27,54.333302,54.833302,53.822201,54.233299,3422835.0,22.913792,0.0053410297689286965
2013-06-28,2013-06-28,54.555599,57.444401,54.555599,56.2444,5471690.0,23.763489,0.03641132713802975
2013-07-01,2013-07-01,56.666698,57.488899,56.088902,57.333302,1406786.0,24.223558,0.019175303572986024
2013-07-02,2013-07-02,57.666698,58.177799,56.533298,56.700001,2066908.0,23.955986,-0.011107400724029048
2013-07-03,2013-07-03,56.111099,56.111099,54.333302,54.522202,2521850.0,23.035856,-0.03916627145767304
2013-07-04,2013-07-04,54.888901,55.777802,53.700001,55.477798,1792629.0,23.4396,0.017374941177159542
2013-07-05,2013-07-05,56.144402,56.144402,54.666698,55.099998,942516.0,23.27998,-0.006833135960450765
2013-07-08,2013-07-08,54.833302,54.833302,52.077801,52.96670200000001,6490012.0,22.378647,-0.03948651846415796
2013-07-09,2013-07-09,53.333302,53.733299,52.444401,52.644402,3516291.0,22.242479,-0.006103316294314709
2013-07-10,2013-07-10,52.944401,52.977798,50.666698,50.799999,6890152.0,21.463209,-0.035663668957635064
2013-07-11,2013-07-11,51.777802,51.866699,50.799999,51.2444,2613339.0,21.650972,0.008710089474372129
2013-07-12,2013-07-12,51.777802,51.900002,50.9333,51.5667,1273923.0,21.787142000000006,0.006269629756492812
2013-07-15,2013-07-15,51.777802,52.200001,51.355598,51.777802,2097234.0,21.876335,0.0040854796818434735
2013-07-16,2013-07-16,51.444401,52.8778,51.333302,52.3111,2112372.0,22.101656,0.010247078890192718
2013-07-17,2013-07-17,52.355598,52.799999,50.011101,50.444401,3818452.0,21.312971,-0.03633668333684659
2013-07-18,2013-07-18,50.444401,51.166698,50.077801,50.722198,1545057.0,21.430338,0.005491727136667014
2013-07-19,2013-07-19,50.777802,51.422199,49.922199,50.333302,1361002.0,21.266027,-0.007696758782587131
2013-07-22,2013-07-22,50.1889,51.088902,50.088902,50.488899,2769008.0,21.33177,0.003086687895994977
2013-07-23,2013-07-23,50.477798,51.777802,50.444401,51.266701,4307877.0,21.660397,0.015288059365043516
2013-07-24,2013-07-24,51.555599,51.7556,49.799999,50.299999,5262952.0,21.251957,-0.01903658487373372
2013-07-25,2013-07-25,50.666698,52.599998,49.400002,51.200001,19630413.0,21.632212,0.017734514860718864
2013-07-26,2013-07-26,51.555599,52.599998,51.1222,51.7444,3404074.0,21.862223,0.010576670058866531
2013-07-29,2013-07-29,51.588902,51.655602,49.46670200000001,49.777802,1828494.0,21.031326,-0.038747129658649904
2013-07-30,2013-07-30,49.333302,49.777802,43.355598,44.277802,12663850.0,18.707558,-0.1170854271802173
2013-07-31,2013-07-31,44.333302,47.344398,42.366699,47.033298,10358636.0,19.871761,0.060372065377730426
2013-08-01,2013-08-01,47.7556,47.777802,43.855598,44.522202,7075112.0,18.810816,-0.054867655153892685
2013-08-02,2013-08-02,43.777802,44.444401,41.8778,42.7444,4797310.0,18.059685,-0.04074991757596269
2013-08-05,2013-08-05,42.888901,43.322201,41.555599,42.233299,2665206.0,17.843744,-0.012029135372225495
2013-08-06,2013-08-06,42.055599,42.8111,39.111099,39.655602,5491580.0,16.754654000000002,-0.06297690018006374
2013-08-07,2013-08-07,39.544399,41.7556,39.111099,41.055599,3458812.0,17.346159,0.03469502817469472
2013-08-08,2013-08-08,40.944401,42.133301,40.0,41.700001,2435000.0,17.618425,0.0155741308539441
2013-08-12,2013-08-12,41.788898,42.666698,41.333302,42.233299,4051948.0,17.843744,0.012707741151424923
2013-08-13,2013-08-13,41.900002,42.666698,41.144402,42.200001,5233455.0,17.829676,-0.0007887105149584349
2013-08-14,2013-08-14,40.666698,42.7556,40.666698,42.511101,11375716.0,22.491367,0.23226728660499066
2013-08-16,2013-08-16,42.233299,42.288898,40.222198,40.344398,3569499.0,21.34503,-0.05231262100375522
2013-08-19,2013-08-19,40.3778,40.7444,38.511101,39.46670200000001,2896038.0,20.880667000000006,-0.021995218741645232
2013-08-20,2013-08-20,38.888901,40.711102,38.444401,40.344398,3109414.0,21.34503,0.021995218741645232
2013-08-21,2013-08-21,40.8778,41.655602,38.677799,39.266701,5460210.0,20.774853,-0.02707566078611112
2013-08-22,2013-08-22,39.111099,40.900002,38.444401,40.577801,4058870.0,21.468513,0.03284408515617532
2013-08-23,2013-08-23,41.111099,41.46670200000001,39.799999,41.211102,4205012.0,21.803576,0.015486642979364085
2013-08-26,2013-08-26,41.2444,42.200001,40.444401,41.288898,6113308.0,21.844736,0.0018859841452876227
2013-08-27,2013-08-27,41.133301,41.355598,39.366699,39.577801,2504498.0,20.939447,-0.042325180878368666
2013-08-28,2013-08-28,38.055599,38.455601,35.111099,36.411098,8362476.0,19.264034,-0.083394962231643
2013-08-29,2013-08-29,37.111099,37.633301,36.01110100000001,36.2444,17627652.0,19.175842000000006,-0.004588576442879688
2013-08-30,2013-08-30,37.333302,37.611099,36.444401,37.277802,7800062.0,19.722584,0.02811311744084044
2013-09-02,2013-09-02,38.144402,38.222198,37.233299,37.7444,10053324.0,19.969448,0.01243913051051848
2013-09-03,2013-09-03,38.155602,38.444401,35.88890100000001,36.7444,8181698.0,19.440374,-0.02685146805313909
2013-09-04,2013-09-04,36.5667,38.200001,36.233299,37.733299,10505632.0,19.963573,0.026557225348967428
2013-09-05,2013-09-05,38.222198,39.166698,38.088902,38.666698,8269488.0,20.457409,0.024435852283815063
2013-09-06,2013-09-06,39.133301,41.5,38.344398,40.977798,12312900.0,21.680143,0.05805165732751005
2013-09-10,2013-09-10,41.777802,41.9333,40.299999,40.666698,6867333.0,21.515549,-0.007620889444537758
2013-09-11,2013-09-11,40.777802,43.033298,40.711102,42.322201,6914241.0,22.391428,0.03990232400332161
2013-09-12,2013-09-12,42.233299,43.333302,40.444401,40.722198,13134510.0,21.544912,-0.0385385204643316
2013-09-13,2013-09-13,40.888901,41.777802,40.222198,41.533298,5564570.0,21.974039,0.01972202451680305
2013-09-16,2013-09-16,42.611099,43.911098,41.922199,43.400002,11768418.0,22.961658,0.043964070285812167
2013-09-17,2013-09-17,43.544399,43.777802,42.722198,43.411098,7192876.0,22.967531,0.0002557415081732017
2013-09-18,2013-09-18,43.411098,44.411098,43.166698,44.144402,6859516.0,23.355497,0.01675085107153507
2013-09-19,2013-09-19,44.733299,46.200001,44.1222,45.722198,7866747.0,24.190266,0.03511794687350411
2013-09-20,2013-09-20,46.177799,46.788898,44.011101,46.2556,8529291.0,24.472473,0.011598614032717336
2013-09-23,2013-09-23,45.700001,46.1889,43.144402,43.644402,6662920.0,23.090965,-0.05810751939657166
2013-09-24,2013-09-24,43.1222,44.277802,42.777802,43.011101,4195431.0,22.755903,-0.014616831209819825
2013-09-25,2013-09-25,41.577801,42.444401,41.366699,41.644402,7679457.0,22.032824,-0.032291242835083445
2013-09-26,2013-09-26,41.777802,42.3778,41.344398,41.477798,5674370.0,21.944677,-0.0040087370150154724
2013-09-27,2013-09-27,41.666698,43.777802,41.666698,42.266701,11775272.0,22.362064,0.01884134730195486
2013-09-30,2013-09-30,42.422199,43.0,42.088902,42.700001,9104944.0,22.591309,0.010199323075796851
2013-10-01,2013-10-01,42.444401,42.722198,41.677799,42.388901,3194906.0,22.426716,-0.007312348038559069
2013-10-03,2013-10-03,42.0,43.0667,41.96670200000001,42.344398,5785780.0,22.403170000000006,-0.0010504600509215756
2013-10-04,2013-10-04,42.044399,43.511101,42.044399,42.677799,6844914.0,22.579563,0.007842738418709416
2013-10-07,2013-10-07,42.555599,43.155602,42.333302,42.922199,5832950.0,22.708866,0.00571021579678499
2013-10-08,2013-10-08,43.222198,43.599998,42.133301,42.3778,3727454.0,22.420845,-0.01276431442425352
2013-10-09,2013-10-09,42.222198,42.855598,42.033298,42.5,3606642.0,22.485497,0.002879417106357085
2013-10-10,2013-10-10,42.5,42.988899,42.111099,42.355598,2457680.0,22.4091,-0.00340339723922245
2013-10-11,2013-10-11,42.544399,42.677799,41.866699,42.200001,1825155.0,22.326775,-0.003680495482943247
2013-10-14,2013-10-14,42.222198,42.799999,42.033298,42.155602,2287206.0,22.303284,-0.0010526986831607132
2013-10-15,2013-10-15,42.333302,42.5,40.788898,41.011101,5524722.0,21.697765,-0.027524672347381873
2013-10-17,2013-10-17,41.111099,41.700001,40.977798,41.277802,2621254.0,21.838869,0.006482103971172659
2013-10-18,2013-10-18,41.555599,42.666698,41.555599,42.411098,6016550.0,22.438463,0.0270852207260579
2013-10-21,2013-10-21,42.733299,43.044399,42.0667,42.422199,3432722.0,22.444332,0.00026152560389558493
2013-10-22,2013-10-22,42.444401,44.366699,42.366699,44.0667,7501140.0,23.31439,0.03803265635245934
2013-10-23,2013-10-23,44.5,44.977798,43.477798,44.3111,6134954.0,23.443697,0.0055309076111282884
2013-10-24,2013-10-24,44.655602,44.766701,43.644402,43.8111,4414370.0,23.179159,-0.011348118138571728
2013-10-25,2013-10-25,43.5667,43.911098,42.333302,42.533298,4011620.0,22.503115,-0.02959981190419025
2013-10-28,2013-10-28,42.666698,43.222198,42.333302,42.455601,2800066.0,22.462004,-0.0018285734529097653
2013-10-29,2013-10-29,42.7556,44.2444,42.633301,43.911098,6684682.0,23.232067,0.03370835197203359
2013-10-30,2013-10-30,43.988899,45.111099,43.533298,44.599998,5115465.0,23.596542000000003,0.015566653280542297
2013-10-31,2013-10-31,44.988899,45.088902,44.333302,44.7444,5530059.0,23.672941,0.0032324900411691004
2013-11-01,2013-11-01,44.7444,45.977798,44.533298,45.777802,6898617.0,24.219681,0.02283290119198922
2013-11-05,2013-11-05,47.455601,49.944401,46.477798,49.577801,9472293.0,26.23015,0.07974394540011076
2013-11-06,2013-11-06,49.988899,51.333302,49.46670200000001,50.677799,12650836.0,26.812126,0.0219447353677964
2013-11-07,2013-11-07,50.611099,50.888901,47.555599,47.9333,6010394.0,25.360096,-0.05567733282218379
2013-11-08,2013-11-08,47.666698,49.511101,47.555599,48.644402,3689721.0,25.736317,0.014726192186485854
2013-11-11,2013-11-11,48.022202,48.177799,46.666698,46.844398,2146226.0,24.783989,-0.03770526739762259
2013-11-12,2013-11-12,46.666698,48.599998,46.3778,46.9333,8394273.0,24.831022,0.001895918720581147
2013-11-13,2013-11-13,46.233299,47.177799,45.955601,46.844398,4076500.0,24.783989,-0.001895918720581147
2013-11-14,2013-11-14,47.333302,47.955601,46.488899,46.655602,6240496.0,24.684101,-0.004038487669900448
2013-11-18,2013-11-18,47.7444,47.7444,46.222198,47.011101,5469080.0,24.872183,0.007590678230880331
2013-11-19,2013-11-19,47.200001,48.422199,46.8111,47.677799,4405946.0,25.224913,0.014082086873697275
2013-11-20,2013-11-20,47.766701,48.6889,46.666698,47.033298,6428160.0,24.883926,-0.013610064424432355
2013-11-21,2013-11-21,47.3111,47.411098,44.633301,44.900002,4184757.0,23.755264,-0.04641790482299602
2013-11-22,2013-11-22,44.677799,45.7444,44.133301,44.977798,5720445.0,23.796427,0.0017312953300341327
2013-11-25,2013-11-25,46.2444,48.177799,46.2444,47.544399,8953965.0,25.154341,0.05549504266811933
2013-11-26,2013-11-26,47.544399,47.5667,45.0667,45.333302,6055268.0,23.98451,-0.04762228071480434
2013-11-27,2013-11-27,45.333302,46.0,45.144402,45.544399,3283209.0,24.096195,0.004645738903939822
2013-11-28,2013-11-28,45.766701,46.422199,45.5667,46.133301,3649396.0,24.407766,0.0128474161335439
2013-11-29,2013-11-29,46.077801,48.144402,46.077801,47.766701,6529918.0,25.27195,0.0347937246758625
2013-12-02,2013-12-02,48.099998,48.444401,47.822201,48.2556,4291929.0,25.530613,0.010183156908996516
2013-12-03,2013-12-03,48.022202,48.422199,47.299999,47.599998,2773728.0,25.183758,-0.013678979019530413
2013-12-04,2013-12-04,47.555599,47.644402,46.355598,46.8778,2904228.0,24.801661,-0.01528863617848364
2013-12-05,2013-12-05,47.555599,49.955601,47.555599,49.644402,10168582.0,26.265385,0.05734128585438514
2013-12-06,2013-12-06,49.700001,50.1222,48.6222,49.633301,3579840.0,26.25951,-0.00022370344669919723
2013-12-09,2013-12-09,50.822201,52.400002,50.111099,52.111099,9188919.0,27.570444,0.04871612022510652
2013-12-10,2013-12-10,52.299999,52.5,50.455601,51.166698,2656818.0,27.070791,-0.01828900562876079
2013-12-11,2013-12-11,50.666698,50.988899,49.777802,50.344398,1592307.0,26.635733,-0.016201663568137015
2013-12-12,2013-12-12,49.833302,50.666698,49.400002,49.633301,1893308.0,26.25951,-0.014225451028208713
2013-12-13,2013-12-13,49.666698,49.666698,48.333302,48.511101,3239487.0,25.665792,-0.022869154459463914
2013-12-16,2013-12-16,48.444401,48.888901,47.166698,47.477798,2113250.0,25.119102,-0.021530462129465636
2013-12-17,2013-12-17,47.1222,48.177799,47.033298,47.177799,1711440.0,24.960381,-0.0063387847455613775
2013-12-18,2013-12-18,47.344398,49.955601,47.222198,49.444401,4469954.0,26.159575,0.04692547247185352
2013-12-19,2013-12-19,50.0,50.133301,47.8778,48.922199,4007529.0,25.883291,-0.010617654898516626
2013-12-20,2013-12-20,48.888901,51.555599,48.477798,51.166698,4516083.0,27.070791,0.04485769835749975
2013-12-23,2013-12-23,51.166698,52.333302,50.711102,51.355598,3925188.0,27.170731,0.003685004011964921
2013-12-24,2013-12-24,51.333302,53.011101,51.322201,52.722198,4835025.0,27.893759000000006,0.02626264429770986
2013-12-26,2013-12-26,52.722198,54.488899,52.388901,52.655602,7984512.0,27.858524,-0.0012639842817243616
2013-12-27,2013-12-27,52.766701,54.0,52.766701,53.3111,5747954.0,28.205332,0.012372050318666616
2013-12-30,2013-12-30,53.355598,53.4333,52.3111,52.477798,4408060.0,27.764454,-0.015754468630967633
2013-12-31,2013-12-31,52.655602,53.444401,52.2556,52.733299,4591098.0,27.89963,0.004856857636347911
2014-01-01,2014-01-01,52.8778,53.922199,52.555599,53.233299,2909592.0,28.164165,0.009436998091908231
2014-01-02,2014-01-02,53.9333,53.977798,51.422199,51.644402,5962972.0,27.32353,-0.030302189456343775
2014-01-03,2014-01-03,51.422199,52.0,50.111099,50.455601,3571124.0,26.694569,-0.02328809924996067
2014-01-06,2014-01-06,51.266701,51.655602,49.855598,50.1222,4759160.0,26.518175,-0.006629789514442042
2014-01-07,2014-01-07,49.855598,50.3778,48.944401,49.2556,4885034.0,26.059685,-0.01744086282856161
2014-01-08,2014-01-08,49.0,49.700001,48.0,48.2556,3313364.0,25.530613,-0.02051124220061506
2014-01-09,2014-01-09,48.044399,49.422199,47.666698,48.944401,5005998.0,25.895041,0.014173241259221038
2014-01-10,2014-01-10,49.099998,49.844398,48.488899,49.044399,2876972.0,25.947943,0.0020408554554576237
2014-01-13,2014-01-13,49.144402,49.655602,48.3778,48.988899,2935620.0,25.918581,-0.0011322140321805565
2014-01-14,2014-01-14,48.799999,49.5,48.444401,48.5667,1256589.0,25.69521,-0.00865553140806119
2014-01-15,2014-01-15,48.444401,49.7556,48.444401,49.366699,2926814.0,26.118464000000003,0.016337903959041892
2014-01-16,2014-01-16,49.422199,50.599998,49.111099,50.233299,2941610.0,26.576956,0.017402027363689232
2014-01-17,2014-01-17,50.444401,52.8778,50.444401,52.6222,7501594.0,27.840851,0.046459877997986336
2014-01-20,2014-01-20,52.333302,52.411098,51.166698,51.9333,3105580.0,27.476377000000006,-0.013177785204617544
2014-01-21,2014-01-21,52.0,52.400002,50.5,51.9333,4317507.0,27.476377000000006,0.0
2014-01-22,2014-01-22,51.888901,53.177799,51.333302,52.855598,2146617.0,27.964334,0.017603295183158174
2014-01-23,2014-01-23,52.788898,53.055599,52.0,52.333302,3217014.0,27.688,-0.009930806173274577
2014-01-24,2014-01-24,52.011101,53.177799,51.344398,51.611099,2993904.0,27.305908,-0.013896017299040777
2014-01-27,2014-01-27,51.1222,51.322201,50.277802,50.677799,2290023.0,26.812126,-0.018248841160999785
2014-01-28,2014-01-28,50.5667,51.488899,50.133301,50.444401,3620439.0,26.688646,-0.004616016354126451
2014-01-29,2014-01-29,50.666698,54.588902,50.322201,53.411098,9863194.0,28.258232,0.05714658185544375
2014-01-30,2014-01-30,53.111099,53.3111,51.488899,51.7444,5619609.0,27.376432,-0.03170231610351859
2014-01-31,2014-01-31,51.8778,54.577801,51.777802,54.277802,5724446.0,28.716778,0.04779905398630513
2014-02-03,2014-02-03,54.277802,54.555599,52.6222,54.3111,5846558.0,28.734398,0.0006133904222411778
2014-02-04,2014-02-04,53.5667,54.033298,52.944401,53.366699,3794854.0,28.234749,-0.01754148826999513
2014-02-05,2014-02-05,53.544399,53.7556,52.46670200000001,53.322201,4295156.0,28.211199,-0.0008344266400284184
2014-02-06,2014-02-06,53.333302,54.422199,53.111099,53.9333,3744882.0,28.534517,0.011395450494699588
2014-02-07,2014-02-07,54.2444,54.4333,53.3778,53.6222,1992622.0,28.369925,-0.0057848720844035926
2014-02-10,2014-02-10,53.766701,54.155602,53.233299,53.844398,1331379.0,28.487484,0.004135227742178228
2014-02-11,2014-02-11,54.044399,55.822201,53.4333,55.488899,4770446.0,29.357536,0.03008444359700313
2014-02-12,2014-02-12,55.488899,55.488899,53.633301,54.6222,4155813.0,28.898991,-0.01574259550471524
2014-02-13,2014-02-13,54.6889,54.7556,52.011101,52.200001,2567790.0,27.617479,-0.04535781163751773
2014-02-14,2014-02-14,52.4333,52.833302,51.599998,52.522202,1857334.0,27.787949,0.006153568127781117
2014-02-17,2014-02-17,52.766701,53.4333,51.555599,52.922199,1293552.0,27.999573,0.0075868225545718815
2014-02-18,2014-02-18,52.844398,53.611099,52.677799,53.355598,2583392.0,28.228868,0.008155882217218746
2014-02-19,2014-02-19,53.299999,53.522202,52.400002,53.288898,1607301.0,28.193581,-0.0012508143558482845
2014-02-20,2014-02-20,53.011101,54.099998,52.511101,53.822201,2408481.0,28.475731,0.009957852725233972
2014-02-21,2014-02-21,53.822201,56.555599,53.3111,56.322201,5662562.0,29.798412,0.0454029228553412
2014-02-24,2014-02-24,56.444401,57.299999,55.488899,56.0667,3876615.0,29.663233,-0.00454677070844367
2014-02-25,2014-02-25,56.222198,57.544399,56.033298,56.9333,3689460.0,30.121733000000006,0.015338605004691532
2014-02-26,2014-02-26,56.0,58.977798,56.0,58.3778,7916702.0,30.885971,0.02505513006651849
2014-02-28,2014-02-28,59.0,59.088902,57.344398,58.833302,5659938.0,31.126959000000006,0.007772224699650998
2014-03-03,2014-03-03,58.722198,60.2556,57.911098,60.011101,7847806.0,31.750099,0.019821550880791072
2014-03-04,2014-03-04,59.7556,60.888901,58.9333,60.344398,3655260.0,31.926443,0.005538757139817996
2014-03-05,2014-03-05,60.666698,61.655602,59.922199,61.077801,4668012.0,32.314461,0.01208023843128414
2014-03-06,2014-03-06,61.444401,63.522202,61.111099,62.988899,6736640.0,33.325569,0.030810101172398238
2014-03-07,2014-03-07,63.488899,64.888901,63.155602,64.544403,6557008.0,34.148537,0.024394804501590258
2014-03-10,2014-03-10,64.0,64.78890200000001,63.0,64.199997,10666530.0,33.966324,-0.005350181501368567
2014-03-11,2014-03-11,63.788898,65.088898,62.788898,63.722198,8540280.0,33.713535,-0.0074701744145655455
2014-03-12,2014-03-12,63.355598,63.4333,61.855598,62.422199,5227317.0,33.025745,-0.02061197995161024
2014-03-13,2014-03-13,62.222198,69.088898,61.988899,64.6222,24786176.0,34.189696999999995,0.03463693254989675
2014-03-14,2014-03-14,64.422203,65.72219799999999,62.288898,63.366699,10849522.0,33.525452,-0.01961942981889964
2014-03-18,2014-03-18,63.611099,66.444397,63.611099,65.599998,10963323.0,34.70702,0.03463706041470571
2014-03-19,2014-03-19,66.22219799999999,66.366699,64.544403,64.866699,9087610.0,34.319054,-0.01124126183002394
2014-03-20,2014-03-20,63.5667,64.544403,62.588902,63.777802,10986224.0,33.74295,-0.01692920352797334
2014-03-21,2014-03-21,63.977798,64.844398,61.444401,61.799999,9204318.0,32.696552000000004,-0.031501877690744966
2014-03-24,2014-03-24,61.777802,63.599998,61.355598,62.944401,7305358.0,33.302025,0.018348577029724037
2014-03-25,2014-03-25,63.111099,65.322197,62.4333,64.488899,9850406.0,34.119171,0.02424121977977034
2014-03-26,2014-03-26,64.888901,66.2556,64.599998,64.988899,6988185.0,34.383705,0.007723334563379147
2014-03-27,2014-03-27,65.333298,68.533302,65.011101,65.988899,14051534.0,34.912781,0.015270219640610259
2014-03-28,2014-03-28,66.0,68.888901,65.911102,68.166702,6665760.0,36.064991,0.03246963647411372
2014-03-31,2014-03-31,68.177803,70.166702,67.77780200000001,68.844398,5105444.0,36.423538,0.009892597601206976
2014-04-01,2014-04-01,67.77780200000001,69.044403,66.844398,67.444397,8197232.0,35.68283800000001,-0.0205453691000006
